DR Number,Victim Age,Victim Sex,Victim Descent
112104038,23,M,H
131316725,30,F,H
131316786,28,F,B
131316825,65,F,B
131316833,47,F,H
112110901,56,M,W
131316915,58,F,B
131316920,25,M,A
131316930,13,F,H
131316938,18,F,B
131316947,15,M,H
131316949,22,M,H
131316959,17,M,H
131316993,26,M,H
131317005,17,M,B
131317006,47,M,H
131317035,52,F,B
131317047,17,M,B
131317078,56,F,H
131317086,39,F,B
131317089,19,M,H
131317094,23,M,H
131317097,23,F,H
131317109,21,F,B
131317149,51,M,B
131317215,47,M,H
131317216,42,M,B
131317222,24,M,H
131317224,43,M,H
131317229,24,F,B
131317231,40,F,B
131317238,14,F,B
131317276,26,F,H
131317324,47,F,H
131317327,25,M,H
131317338,38,F,H
131317346,21,M,H
131317376,17,F,B
131317399,22,F,H
131317406,48,M,H
131317407,62,M,A
131317412,32,M,H
131317425,32,F,B
131317464,55,M,H
131317475,20,M,H
131317482,41,F,B
131317484,17,M,H
131317522,20,F,H
131317551,37,F,H
131317555,21,F,B
131317602,53,M,B
131317604,26,F,H
131317648,41,M,H
131317649,47,M,H
131317653,36,M,H
131317654,43,M,H
131317655,24,F,H
131317698,31,F,B
131317726,23,M,B
131317739,29,F,W
131317770,41,M,H
121227505,28,M,H
121309624,15,F,H
131317791,40,F,H
121319400,45,F,H
131317800,23,M,H
131317806,57,M,B
121424734,13,F,B
131317822,42,F,B
131317855,32,F,B
121605872,14,F,H
131317892,30,F,B
131317939,41,F,W
131318004,29,F,H
131318024,48,M,H
121708955,15,F,A
121710595,12,M,B
121807367,15,M,B
121817912,15,F,B
131318083,25,M,H
131318146,24,F,H
121919450,23,F,H
131318166,22,M,H
131318167,17,F,H
131318169,23,M,H
131318170,25,M,H
131318171,28,F,H
131318173,24,F,A
122011730,11,F,H
131318204,32,M,H
122118455,13,F,H
122120304,13,F,H
131318266,67,M,H
131318277,53,M,H
131318323,25,F,H
131318324,18,F,B
131318327,23,F,H
131318329,36,M,H
131318330,17,F,H
131318331,31,F,B
131318334,28,M,H
131318340,59,M,B
131318344,29,F,B
131318363,48,M,B
131318391,18,M,H
131318396,15,F,H
131318420,13,M,H
131318423,41,F,H
131318454,18,M,H
131318482,13,M,H
131318507,70,M,H
131318584,18,M,H
131318592,55,M,H
131318612,44,M,H
131318629,27,F,H
131318636,36,F,H
131318643,20,F,H
131318647,49,M,B
131318649,18,F,B
131318653,18,M,H
131318654,15,F,H
131318655,15,F,H
131318666,50,M,H
131318673,38,M,H
131318699,54,F,B
131318714,72,M,H
131318725,49,F,H
131318734,60,M,W
131318745,39,M,H
131318774,23,M,B
131318801,21,M,H
131007234,13,F,H
131318859,23,M,H
131318882,26,F,B
131318884,28,F,H
131117168,14,M,H
131119561,17,M,H
131318910,37,F,H
131318928,15,F,H
131318930,54,M,H
131318932,50,F,H
131321943,25,F,H
131318943,25,F,B
131515367,15,M,H
131318955,24,M,H
131318982,30,M,O
131318983,20,F,H
131319032,21,M,H
131319038,23,M,H
131319073,16,F,B
131319079,46,F,B
131319086,21,F,H
131319155,27,M,H
131319156,34,F,H
131319217,69,M,H
131319220,47,F,H
131319242,15,F,H
131319244,59,M,B
131319331,12,F,H
131319333,25,F,B
131319342,44,M,H
131319343,21,M,H
131319391,18,F,H
131319395,37,M,B
131319396,26,M,B
131319400,53,F,H
131319418,41,M,H
131319426,37,M,B
131319430,45,F,W
131319439,25,F,H
131319442,26,M,B
131319488,23,F,B
131319489,14,F,H
131319490,33,M,H
131319521,72,M,H
131319543,37,F,H
131319548,43,M,H
131319567,46,F,H
141214781,16,F,H
131319608,23,M,H
131319609,25,M,H
131319617,16,F,B
131319626,27,F,H
131319627,46,M,B
141515137,11,M,H
131319628,66,M,B
131319639,26,M,B
131319684,14,F,H
131319707,45,M,H
131319710,65,M,B
131319714,21,F,H
131319715,49,F,H
141921402,22,M,H
131319751,64,F,H
131319752,47,F,H
131319755,36,F,H
131319785,30,M,W
131319830,36,M,H
131319868,48,M,H
131319870,40,M,H
131319886,28,M,A
131319978,59,F,B
131319982,17,M,H
131320016,13,F,H
131320032,43,F,H
131320040,48,M,H
151208852,10,F,B
151323154,11,F,H
131320129,32,M,B
131320134,62,F,H
131320213,43,M,H
131320263,71,M,B
131320267,44,F,H
131320288,65,M,B
131320339,24,M,H
131320358,55,M,H
131320398,37,F,H
131320440,18,M,B
131320441,18,M,B
131320465,18,F,H
131320474,21,F,B
131320478,49,F,H
131320479,26,M,H
131320534,43,M,H
131320538,30,M,H
131320556,20,M,H
131320601,24,F,B
131320606,57,M,B
161821044,14,M,H
131320615,28,F,H
131320618,16,F,B
131320619,15,F,H
131320657,21,F,B
131320712,14,F,H
131320715,67,M,H
171211307,22,F,B
100100501,47,F,H
131320972,16,M,H
100100522,40,M,H
100100531,47,M,A
100100574,40,M,W
100100580,48,F,B
100100581,32,F,H
100100608,27,M,H
100100630,22,F,O
100100693,52,F,H
100100706,39,F,B
100100708,50,M,B
100100719,57,F,B
100100728,33,M,W
100100740,50,M,W
100100751,58,M,H
100100813,18,M,O
100100816,39,M,H
100100822,36,F,B
100100828,21,M,O
100100830,42,F,H
100100834,22,M,H
100100835,48,M,H
100100839,31,M,W
100100856,28,M,B
100100869,20,M,H
100100877,44,F,B
100100882,21,M,H
100100883,48,M,H
100100894,48,F,B
100100924,40,M,H
100100929,28,M,H
100100936,20,F,W
100100949,31,F,B
100100976,39,M,H
100100979,45,M,H
100100980,54,M,H
100100981,48,M,H
100100984,33,M,B
100100986,30,M,H
100100987,25,F,W
100100988,22,M,H
100100989,34,F,B
100100993,17,M,H
100101015,44,M,W
100101017,46,M,B
100101024,34,M,W
100101032,40,F,H
100101033,20,M,H
100101034,49,M,B
100101115,35,M,H
100101045,37,F,B
100101082,31,M,B
100101104,29,F,B
100101111,33,M,W
100101121,19,F,H
100101136,17,M,H
100101137,18,M,H
100101162,31,M,B
100101167,29,M,B
100101173,26,M,H
100101174,26,M,H
100101182,52,M,W
100101189,28,M,B
100101190,46,F,W
100101191,22,F,H
100101198,34,M,O
100101203,57,M,H
100101204,63,M,B
100101205,33,M,B
100101213,21,M,H
100101217,21,M,W
100101226,28,M,W
100101227,34,M,H
100101228,34,M,H
100101233,38,M,W
100101244,25,F,W
100101247,30,F,B
100101250,27,M,W
100101251,24,M,H
100101264,22,M,B
100101269,20,M,B
100101276,28,F,H
100101287,27,M,H
100101288,43,M,B
100101301,17,F,H
100101324,58,M,H
100101343,47,M,B
100101349,57,M,B
100101350,38,F,B
100101356,22,M,H
100101370,60,F,A
100101371,52,M,H
100101375,35,M,H
100101384,23,M,B
100101385,25,M,H
100101423,47,F,W
100101424,33,M,H
100101425,54,F,B
100101429,28,M,W
100101487,24,M,H
100101490,28,M,B
100101513,41,M,H
100101552,40,M,H
100101587,50,F,B
100101598,45,M,B
100101599,31,M,B
100101643,51,M,H
100101651,28,M,W
100101653,34,M,H
100101670,45,F,H
100101672,53,M,B
100104153,43,M,B
100101691,40,M,H
100101696,29,F,H
100101702,22,F,H
100101704,49,M,B
100101717,47,M,O
100104004,35,M,O
100104006,30,M,H
100104012,51,M,H
100104021,51,M,B
100104056,32,F,O
100104057,24,F,O
100104068,46,M,B
100104078,56,F,H
100104088,48,F,B
100104134,47,M,H
100104146,20,M,H
100104148,51,M,B
100104150,39,F,B
100104152,22,M,W
100104154,54,F,W
100104162,22,M,H
100104184,55,M,B
100104191,50,F,B
100104211,46,F,H
100104248,50,F,B
100104268,46,M,B
100104290,48,M,B
100104308,41,M,B
100104384,22,F,H
100104448,24,F,H
100104461,26,M,H
100104499,26,M,H
100104568,20,M,W
100104508,27,F,B
100104531,28,M,H
100104533,52,M,O
100104560,50,M,W
100104638,18,M,H
100104651,29,M,H
100104667,23,F,H
100104685,38,M,H
100104707,39,F,H
100104787,60,M,W
100104797,62,M,B
100104813,26,M,H
100104849,48,F,B
100104877,26,M,H
100104902,55,M,B
100104914,20,F,H
100104931,23,M,B
100104944,50,M,H
100105037,49,M,B
100105103,45,F,B
100105135,24,M,H
100105158,35,F,H
100105160,16,M,H
100105168,25,F,B
100105180,50,M,B
100105203,37,F,H
100105208,21,M,B
100105209,26,M,B
100105210,23,M,B
100105235,19,M,H
100105238,26,M,H
100105248,50,M,B
100105265,44,F,B
100105267,44,M,W
100105289,27,M,B
100105293,20,F,W
100105304,52,F,O
100105313,38,M,W
100105321,33,F,W
100105340,31,M,H
100105341,24,F,H
100105560,18,F,H
100105567,34,M,A
100105573,63,F,H
100105574,42,M,H
100105594,31,M,B
100105595,30,M,B
100105596,49,F,B
100105605,29,M,W
100105621,55,M,W
100105631,24,F,H
100105632,59,M,H
100105633,34,M,H
100105651,41,M,H
100105694,35,M,H
100105715,19,M,B
100105792,23,F,B
100105805,20,F,W
100105810,22,M,H
100105836,22,F,H
100105864,41,F,O
100105869,49,F,W
100105873,55,M,W
100105876,47,M,B
100105928,46,F,B
100105932,24,F,H
100105959,53,F,W
100105967,47,M,H
100105972,59,M,B
100105981,16,F,H
100105997,51,F,B
100106027,34,F,H
100106036,69,M,B
100106061,48,M,B
100106069,49,F,W
100106075,18,M,O
100106087,29,M,B
100106219,30,M,H
100106220,29,M,H
100106248,57,M,H
100106283,24,F,B
100106341,27,M,H
100106366,20,M,H
100106382,56,M,W
100106519,26,M,H
100106538,46,F,H
100106574,62,M,H
100106588,32,F,W
100106594,41,F,B
100106638,47,M,B
100106649,74,F,B
100106697,18,F,B
100106699,22,F,H
100106700,21,M,H
100106718,20,M,O
100106750,23,F,B
100106761,25,M,H
100106765,48,M,W
100106781,30,M,B
100111264,51,M,B
100106816,22,M,B
100106830,18,F,H
100106840,23,F,B
100106863,30,M,B
100106864,46,F,H
100106941,45,F,H
100106957,70,M,H
100106964,26,F,B
100106977,24,M,H
100106990,58,F,H
100106995,45,M,H
100107009,23,F,H
100107015,48,M,B
100107017,18,F,H
100107022,47,F,B
100107038,27,F,B
100107045,48,M,B
100107061,52,M,H
100107063,52,M,H
100107067,46,F,B
100107109,42,F,W
100107112,40,M,H
100107131,21,M,H
100107179,42,M,H
100107192,48,M,B
100107209,24,M,H
100107224,49,M,B
100107232,18,F,H
100107235,43,M,H
100107296,20,M,H
100107298,33,F,B
100107307,46,F,H
100107310,27,M,W
100107311,43,M,B
100107354,45,F,B
100107370,37,M,W
100107371,57,M,H
100107432,36,M,B
100107442,21,M,H
100107467,45,F,B
100107482,34,F,H
100107493,18,F,H
100107516,20,M,W
100107532,45,M,H
100107571,15,M,H
100107589,30,F,H
100107609,17,F,H
100107610,17,F,H
100107657,47,M,H
100107671,34,M,H
100107682,22,F,O
100107686,50,F,B
100107699,25,M,O
100107703,63,M,B
100107710,47,M,H
100107712,45,M,B
100107733,24,F,B
100107740,38,F,H
100107761,38,F,B
100107770,36,F,B
100107788,40,M,B
100107800,42,M,H
100107830,19,M,H
100107845,36,F,H
100107869,74,F,O
100107884,45,F,B
100107907,37,M,H
100107950,44,F,B
100107956,39,M,B
100108054,17,M,B
100108056,45,F,B
100108085,35,F,H
100108095,21,M,O
100108098,45,M,H
100108099,26,F,O
100108127,30,M,H
100108194,57,F,H
100108195,26,M,H
100108236,31,F,H
100108277,49,M,B
100108291,18,M,H
100108372,24,F,B
100108383,53,M,B
100108398,26,M,H
100108484,35,M,W
100108485,29,M,W
100108514,20,F,W
100108526,99,M,H
100108527,45,F,W
100108547,32,M,B
100108553,46,M,H
100108577,40,M,B
100108598,44,M,H
100108601,47,M,B
100108633,57,F,H
100108638,41,M,B
100108639,26,F,B
100108643,40,F,W
100108690,38,F,H
100108714,45,F,W
100108749,51,M,B
100108773,22,M,H
100108781,52,M,B
100108798,30,M,H
100108814,33,F,H
100108871,69,M,B
100108883,43,M,B
100108972,47,M,B
100109061,39,F,H
100109099,18,M,H
100109107,40,F,H
100109108,49,M,H
100109191,32,M,H
100109196,27,F,H
100109200,38,M,H
100109204,29,F,H
100109360,43,M,A
100109414,52,F,H
100109430,44,M,B
100109439,57,F,W
100109447,58,M,H
100109467,54,M,H
100109475,46,F,A
100109488,50,M,W
100109510,19,M,H
100109513,47,F,B
100109529,34,M,H
100109549,16,F,H
100109551,26,M,B
100109573,35,M,H
100109586,51,F,W
100109591,41,F,B
100109604,50,M,B
100109615,55,M,B
100109621,45,F,B
100109635,55,F,B
100109643,49,F,W
100109656,41,M,B
100109722,37,M,B
100109770,39,M,H
100109831,39,F,B
100109882,46,F,H
100109883,43,M,H
100109931,47,F,B
100109933,37,F,O
100109984,31,F,H
100109985,32,M,W
100109988,26,F,H
100110063,34,M,B
100110098,49,M,W
100110114,51,M,W
100110118,27,M,B
100110127,14,M,H
100110143,43,M,O
100110185,18,M,H
100110186,25,M,H
100110187,19,F,H
100110197,16,M,H
100110228,25,F,B
100110242,30,M,H
100110317,42,M,H
100110369,40,M,B
100110377,42,M,O
100110405,57,M,B
100110424,52,M,B
100110425,35,M,W
100110426,46,M,H
100110515,49,M,H
100110533,18,M,H
100110542,38,M,H
100110547,36,F,W
100110552,51,M,W
100110553,22,M,W
100110844,34,F,B
100110639,33,F,H
100110679,32,F,H
100110714,50,M,B
100110785,21,M,H
100110845,56,F,B
100110915,35,M,B
100110943,30,F,H
100110946,30,M,H
100110975,35,F,H
100110977,50,M,H
100111040,54,M,B
100111052,23,M,H
100111060,48,M,B
100111064,52,M,B
100111066,39,M,W
100111069,54,F,W
100111073,38,F,H
100111085,63,M,H
100111086,42,M,B
100111242,42,M,B
100111139,38,F,H
100111201,25,M,H
100111236,28,F,B
100111277,23,M,H
100111294,22,F,B
100111304,29,F,B
100111377,19,F,B
100111532,49,F,H
100111441,26,F,B
100111444,54,F,B
100111467,47,M,H
100111470,55,F,H
100111504,42,F,B
100111514,24,M,A
100111524,55,M,B
100111542,39,F,W
100111586,22,M,H
100111600,34,M,B
100111601,62,M,H
100111603,50,M,B
100111617,31,M,H
100111621,45,M,H
100111631,53,F,O
100111648,43,F,H
100111657,31,F,H
100111675,17,M,H
100111705,50,M,B
100111709,44,F,W
100111773,21,F,O
100111775,43,F,B
100111788,50,F,W
100111804,48,F,B
100111812,52,F,B
100111866,47,M,W
100111873,23,M,H
100111880,47,M,B
100111933,43,F,H
100111944,34,M,W
100111945,44,M,H
100111983,50,M,B
100112002,66,M,W
100112003,26,F,W
100112036,55,M,W
100112043,31,F,O
100112053,33,M,W
100112070,30,M,W
100112071,44,M,B
100112160,47,F,O
100112178,40,F,H
100112179,49,M,W
100112198,58,M,B
100112214,24,M,B
100112215,17,M,H
100112216,18,M,H
100112231,35,F,B
100112240,48,M,H
100112253,33,M,B
100112255,31,F,H
100112265,38,F,B
100112268,18,M,H
100112269,45,M,H
100112283,20,F,H
100112285,30,M,B
100112286,42,M,H
100112290,22,M,H
100112301,58,M,B
100112323,48,M,B
100112338,25,F,B
100112340,47,M,B
100112494,56,M,H
100112415,35,F,H
100112443,40,M,H
100112475,38,M,H
100112477,28,F,W
100112492,21,F,O
100112510,20,M,B
100112511,22,F,B
100112556,28,M,H
100112562,35,M,W
100112566,24,M,H
100112593,22,M,W
100112595,25,M,H
100112624,57,M,W
100112626,41,M,W
100112651,38,M,W
100112672,19,M,H
100112678,16,M,W
100112685,39,F,H
100112694,19,F,H
100112703,46,M,W
100112716,56,F,B
100112725,50,M,B
100112726,14,F,H
100112733,33,M,O
100112737,48,F,W
100112750,30,M,H
100112760,20,M,W
100112857,46,M,H
100112868,38,F,B
100112880,42,M,H
100112952,55,M,B
100112967,64,M,B
100113014,50,M,B
100113020,56,F,H
100113026,21,M,O
100113060,45,F,H
100113061,45,M,H
100113063,45,F,H
100113064,44,M,H
100113068,30,M,W
100113073,26,M,H
100113100,24,M,H
100113101,37,F,H
100113103,16,M,H
100113105,34,F,W
100113164,50,M,B
100113204,43,M,H
100113205,53,M,O
100113268,53,M,H
100113331,23,F,W
100113366,43,M,B
100113380,46,M,B
100113402,22,F,O
100113415,19,M,H
100113419,20,F,B
100113436,50,M,B
100113547,28,M,W
100113591,32,M,B
100113601,38,F,B
100113658,35,M,W
100113665,47,F,B
100113681,45,M,H
100113682,36,M,H
100113683,35,M,B
100113719,49,M,H
100113736,34,M,H
100113737,23,M,H
100113738,31,M,B
100113762,70,M,W
100113768,45,F,B
100113787,51,M,W
100113805,44,F,H
100113817,35,F,H
100113835,62,F,H
100113859,21,F,H
100113877,22,M,B
100113919,43,F,B
100113922,19,M,H
100114001,15,F,H
100114022,21,F,W
100114053,23,M,O
100114065,13,F,H
100114066,22,F,W
100114067,39,F,H
100114087,50,F,H
100114090,35,M,H
100114103,22,M,H
100114107,52,F,B
100114110,19,F,H
100114111,23,M,B
100114131,37,M,W
100114135,35,M,B
100114137,25,F,H
100114155,28,F,B
100114181,24,M,O
100114184,21,F,W
100114235,47,F,W
100114248,53,M,W
100114278,53,F,W
100114299,39,F,H
100114362,22,F,B
100114382,55,M,B
100114390,53,M,B
100114394,49,F,H
100114399,63,M,W
100114422,29,F,H
100114431,48,M,W
100114440,21,M,W
100114447,22,F,H
100114449,40,M,B
100114484,30,M,B
100114506,47,M,B
100114550,47,M,B
100114565,40,M,B
100114594,35,F,B
100114645,51,M,H
100114663,54,M,W
100114676,20,F,H
100114694,17,F,H
100114726,16,M,H
100114728,62,M,B
100114729,25,F,O
100114731,22,M,H
100114745,61,M,B
100114779,45,F,W
100114790,22,F,B
100114791,31,M,O
100114793,43,M,B
100114818,54,M,B
100114820,33,M,H
100114841,33,F,A
100114845,25,M,W
100114852,16,F,H
100114854,18,F,H
100114891,50,F,W
100114922,43,M,H
100114923,43,M,H
100114927,54,M,W
100114980,20,M,H
100114983,37,F,W
100114984,48,M,W
100114994,26,M,O
100115048,48,F,H
100115081,31,M,H
100115089,30,M,B
100115093,51,M,H
100115100,35,M,H
100115102,30,F,H
100115105,45,M,W
100115129,43,F,B
100115134,26,F,H
100115138,30,M,B
100115149,19,M,H
100115174,80,F,K
100115181,29,F,H
100115214,59,F,O
100115221,28,F,H
100115229,46,F,B
100115231,26,F,H
100115234,27,M,K
100115235,39,M,W
100115241,45,M,H
100115261,36,F,H
100115263,33,M,B
100115268,51,F,B
100115282,37,M,O
100115283,62,M,H
100115336,63,M,B
100115338,52,M,W
100115363,22,F,W
100115367,46,F,H
100115369,29,F,H
100115374,47,M,H
100115422,23,M,B
100115427,84,F,H
100115452,32,M,H
100115481,28,M,H
100115507,41,F,H
100115551,24,F,A
100115572,27,F,B
100115624,49,F,W
100115583,23,M,H
100115592,36,M,H
100115594,28,F,O
100115607,22,F,B
100115610,19,F,H
100115630,43,F,H
100115639,20,M,H
100115673,39,M,H
100115685,65,M,H
100115724,50,F,B
100115740,50,M,W
100115749,42,M,W
100115761,20,M,H
100115769,20,M,H
100115770,51,M,B
100115783,57,F,B
100115787,44,M,B
100115801,42,M,H
100115836,52,F,H
100115899,47,F,W
100115907,46,M,B
100115954,60,M,A
100115955,48,M,A
100115967,58,M,B
100116010,21,M,H
100116045,29,F,W
100116058,66,M,H
100116059,66,M,H
100116061,76,M,H
100116077,33,F,H
100116102,38,M,H
100116110,28,M,H
100116114,58,M,B
100116143,32,F,W
100116193,17,M,H
100116198,53,M,H
100116213,61,F,H
100116228,59,M,W
100116245,58,F,H
100116856,34,M,H
100116247,54,M,B
100116249,54,M,B
100116259,36,M,B
100116262,46,M,B
100116265,47,M,H
100116287,26,F,B
100116295,24,M,H
100116296,23,M,H
100116298,31,M,H
100116341,16,F,H
100116357,57,M,B
100116394,47,F,B
100116399,53,F,B
100116515,30,M,W
100116532,53,M,W
100116538,52,M,W
100116611,27,M,H
100116619,26,M,W
100116649,24,M,W
100116662,62,M,O
100116663,49,F,H
100116665,22,M,B
100116666,25,M,H
100116680,28,M,H
100116698,42,M,H
100116703,49,M,B
100116709,33,F,H
100116765,44,M,H
100116868,59,M,B
100116881,14,M,H
100116882,38,M,B
100116894,44,F,H
100116904,36,F,W
100116929,58,M,W
100116930,15,M,H
100116941,32,F,W
100116983,24,F,H
100116990,45,F,B
100117016,18,F,B
100117039,39,F,W
100117075,29,M,B
100117081,54,M,O
100117089,56,F,B
100117100,24,M,H
100117101,46,F,W
100117129,33,F,H
100117153,51,F,B
100117185,51,F,H
100117232,35,F,W
100117248,22,F,H
100117258,22,M,H
100117271,22,F,B
100117274,24,M,H
100117292,24,M,H
100117312,48,M,B
100117344,27,M,H
100117357,44,F,B
100117361,72,F,W
100117367,32,F,H
100117393,15,F,H
100117415,54,M,B
100117490,47,F,B
100117499,47,F,H
100117520,49,M,W
100117551,42,M,B
100117558,33,F,H
100117572,39,F,B
100117578,49,F,W
100117583,49,F,B
100117589,46,M,H
100117610,22,F,H
100117638,35,F,H
100117640,50,M,B
100117652,44,F,W
100117680,53,F,W
100117783,25,F,H
100117688,30,M,H
100117689,51,M,B
100117692,46,M,B
100117701,51,F,B
100117743,42,M,W
100117766,36,M,H
100117768,39,M,H
100117770,46,M,H
100117776,29,F,B
100117791,49,F,B
100117860,19,M,W
100117862,30,M,W
100117863,49,M,H
100117870,26,M,H
100117887,31,F,W
100117890,25,F,O
100117921,24,F,W
100117949,19,F,W
100117950,47,M,W
100118051,61,M,H
100118053,47,M,B
100118074,22,F,H
100118077,22,F,B
100118097,45,M,H
100118099,57,M,B
100118112,26,F,O
100118180,27,F,B
100118208,46,M,B
100118212,54,M,B
100118213,43,F,H
100118267,41,M,W
100118271,52,M,B
100118295,48,M,H
100118298,50,M,W
100118311,25,M,H
100118313,30,M,H
100118338,36,F,H
100118339,24,F,H
100118379,37,M,H
100118381,24,M,H
100118392,32,M,H
100118405,50,F,A
100118425,48,M,B
100118427,62,M,B
100118436,24,F,H
100118444,17,M,H
100118446,47,M,B
100118447,23,M,H
100118448,30,M,H
100118449,26,M,H
100118450,48,M,B
100118454,48,M,W
100118465,34,M,B
100118474,49,M,B
100118476,48,M,B
100118486,25,F,H
100118487,62,M,B
100118524,54,M,O
100118543,21,M,H
100118577,46,M,B
100118589,33,M,H
100118614,45,M,B
100118626,23,M,B
100118632,25,F,A
100118634,29,M,O
100118635,26,M,H
100118637,15,M,H
100118678,40,F,W
100118777,57,M,H
100118795,41,F,H
100118822,56,F,W
100118954,26,F,B
100118955,24,F,O
100118971,28,M,H
100118972,25,M,H
100118999,19,F,H
100119030,35,F,H
100119064,49,M,B
100119082,22,F,W
100119149,28,F,B
100119152,12,F,B
100119159,56,F,W
100119171,44,F,B
100119188,53,M,O
100119196,11,F,H
100119224,40,M,H
100119261,25,F,H
100119262,24,F,H
100119263,30,M,H
100119280,43,M,B
100119281,33,M,I
100119289,46,M,O
100119314,56,F,B
100119335,39,F,B
100119343,20,F,H
100119349,18,M,B
100119359,49,F,W
100119364,45,F,H
100119366,24,M,W
100119370,41,M,H
100119424,53,M,H
100119454,39,F,O
100119455,39,M,H
100119699,37,M,X
100119698,39,M,O
100119476,46,M,B
100119487,50,M,B
100119488,26,F,H
100119519,50,M,W
100119526,24,M,H
100119527,23,M,H
100119564,38,F,B
100119569,19,M,H
100119582,24,M,H
100119587,52,F,W
100119592,67,M,H
100119618,62,F,B
100119635,32,F,B
100119670,41,M,B
100119740,49,M,W
100119741,35,F,H
100119748,23,F,W
100119765,22,F,H
100119769,58,M,B
100119778,31,M,W
100119779,37,M,W
100119809,59,M,H
100119810,71,M,H
100119815,58,M,B
100119818,24,F,H
100119840,50,M,B
100119885,33,F,B
100119886,27,M,W
100119994,28,M,W
100120031,51,M,H
100120054,21,M,H
100120118,56,M,B
100120120,64,M,B
100120137,29,F,W
100120147,62,M,B
100120151,56,F,H
100120166,29,F,H
100120186,27,M,B
100120188,58,M,K
100120197,26,M,W
100120200,26,M,H
100120209,23,M,H
100120234,36,M,H
100120273,57,M,O
100120279,47,M,H
100120307,25,F,H
100120328,31,M,H
100120330,28,F,K
100120355,20,M,B
100120356,30,M,W
100120373,52,M,H
100120381,52,M,H
100120403,16,M,H
100120411,36,M,B
100120473,55,M,H
100120487,31,F,O
100120496,46,F,B
100120498,40,M,O
100120509,34,M,H
100120516,35,F,W
100120522,42,M,H
100120548,40,M,H
100120572,31,F,H
100120573,75,F,B
100120598,26,F,B
100120600,18,F,H
100120602,27,F,W
100120603,42,M,H
100120613,27,M,H
100120650,69,F,H
100120652,48,M,B
100120653,52,M,B
100120656,22,F,W
100120674,31,M,B
100120679,28,M,W
100120713,39,F,W
100120716,30,M,B
100120720,63,M,W
100120760,50,F,H
100120761,56,M,H
100120806,49,M,B
100120817,46,M,W
100120821,27,M,H
100120861,47,F,B
100120867,29,F,H
100120902,55,M,H
100120918,48,F,B
100120921,41,M,B
100120922,46,M,B
100120939,52,F,W
100120955,55,M,B
100120964,26,M,B
100120968,38,M,W
100120973,23,M,B
100121011,67,M,O
100121031,41,M,W
100121042,22,F,B
100121066,39,M,W
100121067,33,M,B
100121074,20,M,H
100121094,52,F,B
100121101,51,F,W
100121102,48,M,B
100121155,44,M,H
100121194,17,F,H
100121229,53,M,B
100121253,44,M,H
100121280,29,M,H
100121318,20,F,H
100121320,27,M,W
100121340,51,F,H
100121360,33,M,B
100121362,33,M,W
100121365,47,M,W
100121383,25,M,O
100121388,39,M,W
100121390,40,F,H
100121400,21,F,H
100121436,36,M,H
100121438,27,M,A
100121462,24,M,H
100121491,40,M,B
100121513,40,M,H
100121552,11,M,H
100121559,52,F,B
100121578,47,M,B
100121611,26,M,W
100121687,34,F,H
100121695,49,M,B
100121716,42,M,H
100121761,54,F,B
100121762,34,F,H
100121763,50,F,H
100121769,20,M,H
100121770,15,M,H
100121773,22,M,H
100121791,59,M,W
100121796,24,F,B
100121802,19,M,H
100121804,37,F,B
100121817,66,F,B
100121845,26,M,H
100121850,44,M,B
100121855,47,F,B
100121877,40,M,H
100121891,39,F,H
100121896,51,M,B
100121901,40,M,O
100121920,62,M,B
100121949,23,F,B
100121977,48,M,H
100121981,32,M,H
100121982,32,M,H
100121986,49,M,H
100122018,48,M,B
100122021,34,M,H
100122023,25,M,W
100122044,53,M,B
100122046,42,M,B
100122078,42,M,B
100122087,67,M,H
100122122,25,F,H
100122148,30,M,B
100122170,31,M,H
100122180,67,M,H
100122190,75,F,O
100122205,32,M,H
100122206,46,M,B
100122208,29,M,H
100122239,40,F,H
100122246,61,M,O
100122269,32,F,B
100122276,34,M,H
100122295,27,F,B
100122307,45,M,O
100122308,52,M,B
100200535,63,M,H
100200561,47,M,H
100200580,40,M,H
100200633,38,M,H
100200655,26,M,H
100200669,21,M,H
100200691,37,M,H
100200692,32,M,H
100200700,22,M,H
100200707,37,M,H
100200736,76,M,O
100200737,46,M,O
100200767,28,M,H
100204011,16,M,H
100204026,46,M,W
100204034,41,F,H
100204054,23,M,H
100204057,55,F,W
100204070,45,M,H
100204089,44,M,H
100204098,39,M,W
100204159,27,M,H
100204176,21,F,H
100204182,52,F,H
100204227,23,M,W
100204260,52,F,H
100204300,36,M,H
100204303,30,M,H
100204307,52,M,W
100204345,54,F,O
100204347,14,M,H
100204356,29,F,B
100204362,29,M,H
100204367,42,F,H
100204370,16,M,H
100204371,38,M,H
100204395,55,M,H
100204419,45,M,W
100204420,34,M,B
100204425,31,M,H
100204438,79,F,W
100204482,25,M,H
100204487,23,M,H
100204534,29,M,H
100204552,28,M,W
100204580,35,M,H
100204581,27,M,H
100204582,20,F,B
100204605,54,M,H
100204607,38,M,H
100204633,52,F,H
100204678,16,F,H
100204695,34,M,B
100204708,17,M,H
100204716,36,F,H
100204735,20,M,H
100204835,15,M,H
100204844,25,F,H
100204855,49,F,W
100204876,40,M,H
100204884,28,F,H
100204998,20,F,B
100205024,41,M,W
100205076,38,F,H
100205111,26,M,W
100205145,31,F,H
100205167,40,M,H
100205193,58,M,H
100205195,59,F,O
100205224,26,M,H
100205240,52,M,A
100205244,38,M,H
100205245,18,M,H
